Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
"(Over) Punished Hank",HankyNumbah8,"ID 1497299866170626051","Where that hurricane hit"," No bugman can crush my spirit","Fri Feb 25 19:59:06 +0000 2022",104,363,1045,1444,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1497300286821576719/0GBRLlIt_normal.jpg
🐸,grabincab,"ID 1451269385591660551",," (SATIRE ACCOUNT) Rambo Frogcel.","Thu Oct 21 19:30:17 +0000 2021",336,623,1809,22866,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1600010145626554370/Olt9QK7f_normal.jpg
"basho ☦️🇰🇷",EgirlSeppuku,"ID 1292555805833728006",," esoteric grappler • faintly familiar FKA @egirlbeheader","Sun Aug 09 20:18:21 +0000 2020",944,502,5219,72405,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1617245084184977411/Jt8bGeK9_normal.jpg
"Chad ⚡️",Chadsonlight,"ID 1285965459142184960",," Just be yourself bro https://t.co/VWwKCe84Mg","Wed Jul 22 15:50:44 +0000 2020",807,324,16694,52857,https://usilaya.bandcamp.com/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608498903875190806/Px7JRFhn_normal.jpg
𓃸,lostbrahh,"ID 1599731457186054144",," ","Mon Dec 05 11:44:56 +0000 2022",12,358,22,1220,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1603761211199422464/cTxbRgPq_normal.jpg
moocowgomoo,moocowgomoo1,"ID 1369011392339185665",," Not a robot","Mon Mar 08 19:45:43 +0000 2021",6,418,7,7614,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1386720978517037069/QXcJMSQW_normal.jpg
kṣatriyaḥ,APOLLOCRAT,"ID 1589389603273904129",," Eternal worshipper","Sun Nov 06 22:49:54 +0000 2022",203,694,264,1278,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1589392734934147073/Yhrk1q4k_normal.jpg
eurozoomer,eurzoomer,"ID 1519507789873303557",," ","Thu Apr 28 02:45:15 +0000 2022",49,598,21,1793,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1604297838153834497/QSTKVhL3_normal.jpg
༄,agamemanon,"ID 1560039299286028290",," ","Wed Aug 17 23:02:46 +0000 2022",767,233,61,4525,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616660811237171204/lt2kfHpN_normal.jpg
"Hime ʕ·ᴥ·ʔ",LaidBackTeaTime,"ID 1309894610945277952",," This user is trying to become a better person ♡ Camping with @PatriotMarcille♡","Sat Sep 26 16:36:39 +0000 2020",1722,763,7414,31411,https://anilist.co/user/Pikachurin/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611428220821282816/-370aDQq_normal.jpg
Martin,CoralMushrooms,"ID 848602042113413120",Ethiopia," if joe jif","Sun Apr 02 18:24:27 +0000 2017",16,119,139,498,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613246343476133888/Cvjhymw7_normal.jpg
leo,leoCh1l3,"ID 1471875255186739200",," test","Fri Dec 17 16:09:49 +0000 2021",10,568,2,8163,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
RealDailyMemer,RealDailyMemer,"ID 1590886117007626240",," Christ Is King⛪
America First🇺🇸","Fri Nov 11 01:56:35 +0000 2022",436,707,190,582,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1590934527349866497/WDo8Bb6t_normal.jpg
🇺🇳🇦🇶,Jake38006232,"ID 1585544750584692736",," ","Thu Oct 27 08:11:50 +0000 2022",148,122,100,841,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1598478718539898881/h2a6IBfs_normal.jpg
"A Bit Sleepy",BordLangvold,"ID 36583086",," #YE24 | America First | Christ is King | Real Human Being | NJFG4L","Thu Apr 30 03:28:37 +0000 2009",347,721,16630,19495,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1238463793929179136/UJvrOS4B_normal.jpg
Neilheir,Neilheir,"ID 892322393720487936",," ","Tue Aug 01 09:53:31 +0000 2017",46,176,1301,70742,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1272300748316049408/9W_ELohK_normal.jpg
mikeygoose204,mikeygoose204,"ID 2898900745",🐀," hello?? | Chargers Fan | ganqing 🤭 | Yandhi would’ve been Kanye’s best album | Stream Kenny Mason | I LOVE ERESHKIGAL 💛","Fri Nov 14 00:26:59 +0000 2014",414,1750,654,51396,https://anilist.co/user/mikeygoose204/,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1607393569211285504/wdm__vV9_normal.jpg
"JuiceEuroT1000 ✠",JuiceT1000,"ID 1599025241581359106",," Western Euro. Catholic. I like when the trains run on time. Here from the future to help my gang. 🧃 ✠.","Sat Dec 03 13:00:22 +0000 2022",175,477,376,839,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619372417985413120/EZPSBglU_normal.jpg
Goldie,bildmose,"ID 1028382034895544321",indeed," @GBOklir | catgang best ww","Sat Aug 11 20:45:58 +0000 2018",166,641,3532,9069,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1253086691784622090/HobOCcK__normal.png
Julian,GBOklir,"ID 828176656380604416","the continent of sweden"," Transspecies Cat | certified spinjitzu master | Owner of SwissHQ","Sun Feb 05 09:41:16 +0000 2017",219,532,4025,2479,http://www.yourdomain.com,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1401877514109267968/LpctcOq-_normal.jpg
𓆏,swagbabyhitIer,"ID 1587102104363188227",USA," kekcore","Mon Oct 31 15:20:36 +0000 2022",1013,293,3494,11848,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612585865540435968/SsUoMIFn_normal.jpg
Jam321321,jam321321,"ID 1499263950504005636",," ","Thu Mar 03 06:02:45 +0000 2022",5,628,40,3288,,,Disabled,"Not verified",,Protected,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
throwmain,throw1222333,"ID 1275787420534005763",," 1776, here for the guns, memes and anime","Wed Jun 24 13:46:51 +0000 2020",193,885,1035,69456,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1537464490597441539/sPfC5xrK_normal.jpg
ganbaranai,ganbaranai_aw,"ID 717483056156704769",," ","Tue Apr 05 22:44:25 +0000 2016",23,1220,0,0,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1187571991462776833/4gi2qwfX_normal.jpg
"Ballpark Mark",BallparkActual,"ID 1551611092584976385",Colorado," formerly varsity mark","Mon Jul 25 16:51:33 +0000 2022",23,211,408,2174,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1551814260082319361/KerfVxoO_normal.jpg
"RR 🥂",VeryCuteReicist,"ID 1598393201404035077",," champagne national socialist","Thu Dec 01 19:07:03 +0000 2022",650,341,1979,9847,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621547195861446656/FmSN8S8P_normal.jpg
cookie,rapistcookie,"ID 1578732001900855298",," ","Sat Oct 08 13:00:23 +0000 2022",230,164,3889,12806,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608126901993734144/GqjbJiMG_normal.jpg
"bl*e d*rk age",bledrkage,"ID 1554441256490745859",," Catholic. Studio SHAFT fan & Team Shinbo for Life. German and Irish. Seeking a bride from the Holy Nosebleed Empire.","Tue Aug 02 12:17:55 +0000 2022",325,256,558,7060,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1554444680187809793/OatnOq2-_normal.jpg
"Ye/Nick 24",yexnickxtrump,"ID 1595984435891027969",," ","Fri Nov 25 03:35:31 +0000 2022",192,491,502,4995,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595987280153481217/R0i3hoFS_normal.jpg
Apop,ApopFonz,"ID 895720339338141696",," Zoomer, Sneed Appreciator.

Occasionally makes NSFW.

All characters drawn/depicted are over the age of 21","Thu Aug 10 18:55:45 +0000 2017",1087,551,1555,53748,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596224931863433216/zJ1PLlio_normal.jpg
"YE 24 Media Team",YE24USA,"ID 1585728252198653952","portland oregon"," YE 2024. Ye' will be president! Join the Ye 2024 Train!","Thu Oct 27 20:21:04 +0000 2022",663,847,619,1045,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596423997180506112/JbJkkzb1_normal.jpg
nick,yaoihitler,"ID 1594882765220065280",," astronaut","Tue Nov 22 02:37:47 +0000 2022",291,188,1149,3284,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1598973932144447495/ywpgUcX8_normal.jpg
"Manitou 🇷🇺❄️",GoyFromAmerica,"ID 1595998509286694915","Manitou Springs, CO"," Afro Hispanic","Fri Nov 25 04:31:22 +0000 2022",410,211,2047,9222,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619183440301277184/GsWrGI1d_normal.jpg
Chudler,TummyPic,"ID 870453535653076992"," Norwood1.5"," 🏳️‍🌈⃠☝🏻","Fri Jun 02 01:34:29 +0000 2017",118,222,8518,6037,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1596898725489790977/0YfGJM7g_normal.jpg
Unidentified,aaafshfjshds,"ID 745286833198759936",," 🗿","Tue Jun 21 16:06:42 +0000 2016",42,393,2772,31788,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1575422776877453314/cS5WlFNC_normal.png
Skojar,SAF4TheBrain,"ID 1434798838653468674",Skojar#5996," Re/Tard","Mon Sep 06 08:41:29 +0000 2021",344,1465,77,7555,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621320709518815232/H6-98nDh_normal.jpg
"🇺🇸Real American Patriot Marcille 🇺🇸",PatriotMarcille,"ID 1592911992410542081",," ♡ Camping with @LaidBackTeaTime ♡","Wed Nov 16 16:06:42 +0000 2022",162,174,1065,17720,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1592912444988563456/NKfDZfAZ_normal.jpg
"FG ☝️",rapeincel,"ID 1591381972345311232",," 21st century schizoid man","Sat Nov 12 10:46:49 +0000 2022",490,205,1192,9041,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593755012114444288/qtT0th9b_normal.jpg
Hussar❄️🪓,Hussar1776,"ID 1468053364252368898","City of London"," Devout Nicker 🐸, Proud Lutheran ✝️, Founding stock American 🇺🇸, Jeffersonian Neo Confed. ✡️, British Loyalist 🇬🇧","Tue Dec 07 03:03:03 +0000 2021",265,197,827,18488,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609465938759356418/5D-Yp30e_normal.jpg
"Jack Pyph 🧃",piff_jack,"ID 1574972893406052352","Rent Free in Parag's mind"," Waiting for the day I catch Neema Parvini with his gunt unguarded","Wed Sep 28 04:03:29 +0000 2022",335,265,4245,9961,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1587483260854190081/v20EYNSM_normal.jpg
rïv,aor2enthusiast,"ID 1033119454513848320",," Regular Guy / Member of the Real Brotherhood","Fri Aug 24 22:30:47 +0000 2018",1672,707,5107,48831,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1485353537890664460/tfxOJzmG_normal.jpg
Kasi,kasi_abney_,"ID 1570072258923888641",Manchester," ","Wed Sep 14 15:29:51 +0000 2022",251,2602,0,0,http://suncams.click/free-signup/kasi_abney_,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1575026873582641153/GTmEaMfb_normal.jpg
"Yukls Wja",YuklsW,"ID 1587461511290753028",," ","Tue Nov 01 15:08:19 +0000 2022",13,294,0,190,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587461543322591234/_UkRdNEh_normal.png
"Hot Tub Hank🔥🛀 YE24",HotTubHaver,"ID 1461146846827581443","Fort Myers, FL"," God's final warning to those who rebel","Thu Nov 18 01:39:06 +0000 2021",210,416,16300,24669,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613757477786456065/V94Sfypm_normal.jpg
"🇷🇺 Yu Narukami 🏴‍☠️",DreadYuNarukami,"ID 1393492122217615360","Tokyo-to, Japan"," The Night Haunter","Sat May 15 09:03:16 +0000 2021",2506,2175,156256,209606,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1393492344700289030/yj7oNFdT_normal.jpg
"p r n c",princeofthef4ll,"ID 1566707609251598338",," I am here to observe your words. Km.","Mon Sep 05 08:39:46 +0000 2022",339,416,4885,11867,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620193210420043776/Dgymsvk1_normal.jpg
Mikey,mememagic24,"ID 1595997766647521280",," ✝️🧃","Fri Nov 25 04:28:18 +0000 2022",184,283,134,612,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620968778233159681/4XHlAZPC_normal.jpg
kel,keljej,"ID 1528543263023673344","psalms 139:22"," Family-operated business, hating since 2000 BC.","Mon May 23 01:08:21 +0000 2022",523,297,4094,56525,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1618695777961779209/uz0k6L1S_normal.jpg
"Mr. Friendly",imafr3n,"ID 1058417703805960193",," Just here to be a friend.","Fri Nov 02 17:56:59 +0000 2018",116,281,6976,21467,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596380820763287554/WEq_aVud_normal.jpg
RanChenRan,RanChenRan1,"ID 1223735740892246016","United States"," Ran Chen Ran? Chen Ran Chen? Chen and Ran will save the world!","Sat Feb 01 22:32:04 +0000 2020",801,746,3208,12974,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1470110297121640449/9cBrIfbM_normal.jpg
Yugiohslavia,VeeEmYou,"ID 1375230260548100100",," Stupid Weeaboo Dipshit","Thu Mar 25 23:37:05 +0000 2021",454,29,24636,464,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1542500864631398401/rFUbt2jq_normal.jpg
Taylor,kunja93,"ID 259367740",Florida," ???","Tue Mar 01 19:39:21 +0000 2011",6,201,23,805,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/378800000358392529/37e52442ca3ab741d71cc5692574cebc_normal.jpeg
"Tree Roots",mrTREEMEISTER,"ID 356539197","United States"," Make like a leaf","Wed Aug 17 00:40:23 +0000 2011",10,169,580,277,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1436633714478370819/5OcvP6q1_normal.jpg
"Scrumptious ♱",RiceCracker77,"ID 1587643432293507075",🇯🇵," I just want to RT anime girls and own the libs and I'm all out of anime girls...","Wed Nov 02 03:12:07 +0000 2022",153,468,679,3897,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1612906739849895938/qSWxqKIO_normal.jpg
Harashi,Harashi,"ID 17809849","Austin, TX"," Prepared to die for amazing savings.","Tue Dec 02 15:41:53 +0000 2008",222,632,24435,9820,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1436164264050442243/wuzB_mC4_normal.jpg
J,Pregumin_,"ID 1488924661446553601",," PFP @magicalgirlnoir","Wed Feb 02 17:18:49 +0000 2022",62,765,981,8330,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1611976547371712512/br0kMqSz_normal.jpg
Fred,UltraRape,"ID 1466672681420419073",," Ride","Fri Dec 03 07:36:49 +0000 2021",190,351,696,23651,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1489417879640416257/Mvsw-68k_normal.jpg
🏴‍☠️Harold🪓,JelqMasterQ,"ID 1481860016323846153",," ","Fri Jan 14 05:25:48 +0000 2022",268,560,2090,56958,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1512889136914522120/Meqbq8a6_normal.jpg
"puma math",pumamath,"ID 2651511410",," ","Wed Jul 16 16:42:26 +0000 2014",5,422,0,296,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
.,flip937264,"ID 1409731902093803522",," ","Tue Jun 29 04:34:26 +0000 2021",381,1061,30,11676,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1565015379298193408/TtbZfZp3_normal.jpg
"Kinshi Kokujin, PhD, JD",kkkokujin,"ID 1593455128597725185",Japan," Senior Lecturer, Department of Criminology at Abashiri University.
Researching crime trends relating to population dynamics and African origins of yakuza clans.","Fri Nov 18 04:05:07 +0000 2022",68,361,252,5107,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593455386232848384/RqBTqoDF_normal.jpg
"kitsu 🤍",kkkiiitttsssuuu,"ID 1586067565482237952",kitsu#7769," i love chewing ice it's like eating glass but for girls!","Fri Oct 28 18:49:22 +0000 2022",354,290,6336,17208,https://www.last.fm/user/KitsuKuna,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1586545294208114688/x5JwIAX2_normal.jpg
"metrohunter 2000",Metrohunter5647,"ID 1447170662062190593",," I’m a retard","Sun Oct 10 12:02:35 +0000 2021",39,558,615,12406,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1447170697374044166/R14Ct_Xf_normal.png
"ꝥ Spheffles ꝥ",speffles0,"ID 1585062762429833216","Wouldn't you like to know"," I like feet, my oomfies, feet, my oomfies feet, and feet
22m","Wed Oct 26 00:16:41 +0000 2022",73,300,2105,14028,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1597757720722960385/JvJKL8jw_normal.jpg
CascadeVolk,CascadesVolk,"ID 1586078874332528640",," Where Are My Frens. Avid MRE Collector. Spinning Sonnenrad Enjoyer. BackyardGardenPilled.","Fri Oct 28 19:34:13 +0000 2022",49,189,516,1285,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1586079185847590914/NAtDYNcm_normal.jpg
teebles,teeeeebles,"ID 1588521864686702593",," sometimes I say inflammatory things online","Fri Nov 04 13:21:48 +0000 2022",143,624,2180,36778,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1617596889653706754/P8RE-q-__normal.jpg
"Door Goblin",Door_Goblin,"ID 880148326557126657",," Weezer, Sabaton, Monster Hunter, The Binding Of Isaac, Va-11 Hall-a

Yup, I like those","Wed Jun 28 19:38:08 +0000 2017",24,556,5398,39869,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1006987697552908288/GKsfmqTB_normal.jpg
handsomecel,ManReborn1,"ID 1561789567065214976",USA," is it over? stay tuned.","Mon Aug 22 18:57:15 +0000 2022",110,165,4193,12968,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609410597619392513/wE19fLhE_normal.jpg
"Thulêain Perspective",ThuIeain,"ID 1183531838368878596",," De@th to those who report me🇳🇴","Sun Oct 13 23:56:13 +0000 2019",1234,405,1926,5559,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1565716990907523073/8d7ZJtxd_normal.jpg
"drew nunez",drewnunez16,"ID 1589437146506489863",," parody","Mon Nov 07 01:58:54 +0000 2022",48,1299,2745,11527,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1604393643657244673/TL-Cik6P_normal.jpg
Pozypig,pozypig,"ID 1587129436520022021",," YE 2024","Mon Oct 31 17:08:55 +0000 2022",95,123,1202,6885,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618667938822688774/tNfHLuq-_normal.jpg
Sviz,xXovidioXx,"ID 1592258739960041472",," polola haver","Mon Nov 14 20:50:50 +0000 2022",1,49,220,1244,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1592259081363853313/GS6MceAq_normal.jpg
"hue ✝️",huelyz,"ID 1449439561118015490",England," professional music listener","Sat Oct 16 18:18:28 +0000 2021",196,658,3574,43814,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1595499474876567566/N_FzIdfm_normal.jpg
!,SoTrueOomfie,"ID 1209771747429535751",," 😵‍💫","Wed Dec 25 09:44:07 +0000 2019",11,185,1,4964,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1406551115311812610/DDqMWkyQ_normal.jpg
"Jean Claude Van Xanax",CG_WorldPeace,"ID 1055721186","Pensacola, FL"," Mountain Dew Baja Blast Scientist","Wed Jan 02 18:07:31 +0000 2013",213,1029,17439,20799,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1339624448878661632/u5Tu8nP0_normal.jpg
🇦🇶,youfuckingchud,"ID 1507668227786162180",," ","Sat Mar 26 10:38:23 +0000 2022",935,424,724,10030,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614514710740615170/4FtYc1TC_normal.jpg
ً,RORIKANl,"ID 1568847198925766657"," "," ","Sun Sep 11 06:21:44 +0000 2022",11,489,56,1367,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1568858378050457601/koJs5erN_normal.jpg
TyAndTedFan1,TyAndTedFan1,"ID 1548566832877117441",🇺🇲," Hi im TyAndTedFan1 :D

My love for Ty Cobb & Ted Williams is kiwami

Ty & Ted fans ᴜɴɪᴛᴇ","Sun Jul 17 07:18:27 +0000 2022",21,375,670,22575,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1619085612987850785/4D3M8YBk_normal.jpg
"🌼 ran",sexyran69,"ID 1241479902748119040",ulaanbaatar," hi
winner's mentality
physically attractive
living laughing loving
white","Sat Mar 21 21:40:54 +0000 2020",757,571,20132,10,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613628551281999872/A6I18WMp_normal.jpg
stimpy,RealStimpOnline,"ID 946885790","down at Dino’s Bar And Grill "," dressed to kill","Wed Nov 14 01:59:44 +0000 2012",1046,845,29525,57100,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616553981156773893/_II8seBL_normal.jpg
poi-chan🪁,poichanpoint,"ID 1586922513933664257",poison," ","Mon Oct 31 03:26:43 +0000 2022",752,506,2303,19119,https://letterboxd.com/lsdphilosopher/,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621740756065976320/a6p4QAlb_normal.jpg
☯︎,TaoistShelby,"ID 1546574879302062080",Saṃsāra," ","Mon Jul 11 19:19:31 +0000 2022",2903,542,774,4842,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616652599943380993/k3JvugFw_normal.jpg
km,Yonibrah,"ID 1137212460656709632",," Saiyans like us Prince Vegeta…","Sat Jun 08 04:19:13 +0000 2019",1414,413,5013,29179,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1607911482053861376/S0wYuAKU_normal.jpg
minecraftia,minecraftia66,"ID 1378063395824533509",Florida," i dont tweet anything","Fri Apr 02 19:15:18 +0000 2021",98,1031,449,4358,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1448866856341749767/jOiiQQPg_normal.jpg
"Linda Godden",LindaGodden1,"ID 1404431096524066820",," ","Mon Jun 14 13:30:43 +0000 2021",1040,2433,504,0,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1404431196671537157/9xrzALiO_normal.jpg
"WarlordMonkey (CυmmiηgFαrtιngGrογρerism)",TropicalUncleA,"ID 1587177783872167938",shithole," Gym Goer, gearhead, warcriminal, profissional chud tweets usually in EN, #AryaBrotherhood","Mon Oct 31 20:21:15 +0000 2022",969,467,4815,20139,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1609748372541292547/1q78fHtY_normal.jpg
"Ginko’s Strongest Soldier 🇭🇰",GinkosTopGuy,"ID 1590957645107953664","Wan Chai District, Hong Kong"," Luv me Persona 2 and Cantonese, hate me Mandarin and Filipinos, simple as","Fri Nov 11 06:40:45 +0000 2022",334,373,4274,11911,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1617412745875578880/sk3YPFzh_normal.jpg
"Beefy Teats",BeefyTeats,"ID 1506151722468716549",," Fuck all these limp-dick lawyers, and these chicken shit bureaucrats! Fuck this 24/7 internet spew of trivia and celebrity bullshit!","Tue Mar 22 06:12:15 +0000 2022",74,180,215,28753,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1598378064290975756/SRFrv85W_normal.jpg
Nemo,PunishedNemo,"ID 1541745873822318592",," 🇿🇦 | nobody | akiyama mio lover","Tue Jun 28 11:30:43 +0000 2022",245,3032,6,14637,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1541746065082564608/hhvdlOk8_normal.jpg
Dan☔️,frogmodeo7,"ID 1353508659612016640",," world peace man","Mon Jan 25 01:03:12 +0000 2021",187,521,8945,34662,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1518699460318175235/FkaGyCgk_normal.jpg
"Liam Nissan 🌲",Redbull17361767,"ID 1346905483815301122",," Carnivore                                             #BLM 😔✊🏻                                                           #TransRightsAreHumanRights","Wed Jan 06 19:44:37 +0000 2021",71,209,1424,5449,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593460125372751874/JReNw60j_normal.jpg
"UGRV 🇬🇧✝️",UncleGrandpa98,"ID 1080897437496164352","Ashes of Angliae"," Vanguard of Liberty, ye men of Kent","Thu Jan 03 18:43:25 +0000 2019",1059,2977,5916,55862,https://www.poetrynook.com/poem/salute-fleet,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1618536699579039744/XJtR6i88_normal.jpg
"cleetus 5",5Cleetus,"ID 1098857832626225152","Iowa City, IA"," cleetis","Fri Feb 22 08:11:37 +0000 2019",3365,4799,1135,578,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1522574367435153410/ezwld15w_normal.jpg
"Mage ❣️(Radbro Yuga)",magebrah,"ID 1448140039481794566",magebrah.eth," Radbro’s Top Guy | yeat fan | minion enjoyer","Wed Oct 13 04:14:39 +0000 2021",1180,536,25914,35355,http://radbro.xyz,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621242519873900553/eiNjOprc_normal.jpg
fisherking,fisherk1ng,"ID 1185775316960268289","Republic of Croatia"," Tovar / Prepper","Sun Oct 20 04:30:52 +0000 2019",1532,4794,7686,54068,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1442720291013136384/8v0avxjL_normal.jpg
SalubriousCandor,Kingdom_Drowned,"ID 1582457914161303567",," Energy is eternal delight 

""For all that lives is holy.  Life delights in life.""","Tue Oct 18 19:46:24 +0000 2022",146,269,301,2075,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1583538543254798357/J8dktwFI_normal.jpg
gnome_child,gnomechild19,"ID 1316444013499543554","The lake "," All I want to do is fish.","Wed Oct 14 18:21:35 +0000 2020",850,248,11311,57665,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620530191796953088/MHxRcBPX_normal.jpg
